ENSPID,UniProtID,MolecularWeight
ENSP00000163416,Q8TBA6,83024.0
ENSP00000360154,Q01968,104205.0
ENSP00000273359,Q9NUJ1,33933.0
ENSP00000267838,Q8IV50,23463.0
ENSP00000414624,Q14558,39394.0
ENSP00000420127,P51151,22838.0
ENSP00000334100,Q9UPT5,83382.0
ENSP00000366997,Q9Y2L1,109003.0
ENSP00000220913,Q9NRG0,14711.0
ENSP00000360593,Q96BR5,25709.0
ENSP00000315397,Q92665,45318.0
ENSP00000371133,Q9NP66,40144.0
ENSP00000219837,Q1ED39,51589.0
ENSP00000355632,Q10471,64733.0
ENSP00000295899,Q6I9Y2,23743.0
ENSP00000321070,P23368,65444.0
ENSP00000362687,Q9BQ39,82565.0
ENSP00000339787,O60488,79188.0
ENSP00000216602,Q9BQ24,26506.0
ENSP00000346437,O95352,77960.0
ENSP00000012049,Q9NXS2,42924.0
ENSP00000007390,Q9UJK0,33596.0
ENSP00000323687,Q9C0C9,141293.0
ENSP00000300896,Q8NFA0,181656.0
ENSP00000310042,Q969S3,54272.0
ENSP00000276569,Q9NVT9,31281.0
ENSP00000339017,Q8NBU5,40744.0
ENSP00000354111,Q9H3Z4,22149.0
ENSP00000276533,Q9BRT9,26047.0
ENSP00000263956,Q9Y5Q9,101272.0
ENSP00000261637,O75691,318385.0
ENSP00000399982,P49848,72668.0
ENSP00000254286,Q9NZ32,46307.0
ENSP00000238647,Q9H1B7,82659.0
ENSP00000325266,Q8N5M4,20013.0
ENSP00000348168,P29084,33044.0
ENSP00000324463,P49750,241645.0
ENSP00000324792,Q8NCF5,45817.0
ENSP00000401018,Q9BRX5,24535.0
ENSP00000421566,Q9NQW7,69918.0
ENSP00000194214,Q9Y547,16297.0
ENSP00000311135,Q8IY37,129545.0
ENSP00000377633,O95630,48077.0
ENSP00000256644,A0A8Z5A536,18159.0
ENSP00000236980,Q9NYY8,81463.0
ENSP00000376587,,
ENSP00000361658,Q5SRE5,196043.0
ENSP00000310117,Q96C90,15911.0
ENSP00000339740,Q13557,56369.0
ENSP00000295851,A0A7D9NKC8,55682.0
ENSP00000262300,Q99640,54521.0
ENSP00000367787,P49916,112907.0
ENSP00000372005,Q96DA6,12499.0
ENSP00000279036,Q969N2,65700.0
ENSP00000307423,Q10469,51550.0
ENSP00000297632,Q6PI78,25498.0
ENSP00000353270,Q96RQ1,42549.0
ENSP00000355086,,
ENSP00000465075,Q8NBT2,22443.0
ENSP00000480158,,
ENSP00000436152,O14683,21054.0
ENSP00000425759,P15954,7246.0
ENSP00000354982,P00414,29951.0
ENSP00000263904,O75886,58164.0
ENSP00000319104,Q7KZ85,199073.0
ENSP00000233575,Q15036,52901.0
ENSP00000341938,Q8NBJ7,33843.0
ENSP00000387187,P84101,6900.0
ENSP00000264010,P49711,82785.0
ENSP00000397441,Q9Y2V7,73279.0
ENSP00000272748,Q9C0E8,47740.0
ENSP00000225388,Q7Z417,76121.0
ENSP00000361995,Q9BTX7,38515.0
ENSP00000352522,Q9UI12,55883.0
ENSP00000176763,O94804,112135.0
ENSP00000325677,O75150,113678.0
ENSP00000294785,Q92542,78411.0
ENSP00000355237,Q9Y5S2,194315.0
ENSP00000355471,Q9H5Q4,45349.0
ENSP00000348216,Q9C037,57461.0
ENSP00000312304,P51580,28180.0
ENSP00000420484,Q9Y530,17025.0
ENSP00000359958,O95218,37404.0
ENSP00000418661,Q86Y79,22937.0
ENSP00000363384,O00488,15199.0
ENSP00000311857,P17706,48473.0
ENSP00000369739,Q86WA6,32543.0
ENSP00000396452,Q08623,25249.0
ENSP00000332247,Q9Y487,98082.0
ENSP00000385410,Q14978,73603.0
ENSP00000357943,O76027,38364.0
ENSP00000366800,Q9NVH1,63278.0
ENSP00000296504,O75446,23306.0
ENSP00000364403,Q5T4S7,573841.0
ENSP00000381266,P57081,45490.0
ENSP00000265562,Q9H3S7,178974.0
ENSP00000450731,Q9UEU0,26688.0
ENSP00000298717,Q86U44,64474.0
ENSP00000422626,Q4G0J3,66899.0
ENSP00000452521,Q147X3,39320.0
ENSP00000261023,P06756,116038.0
ENSP00000295767,Q8N4Q1,15996.0
ENSP00000422375,Q96DE0,21273.0
ENSP00000360305,O00151,36072.0
ENSP00000438748,Q8ND04,109684.0
ENSP00000260247,Q9BTE7,27508.0
ENSP00000296754,Q9NZ08,107235.0
ENSP00000378887,Q6IAN0,35119.0
ENSP00000259021,O95251,70642.0
ENSP00000378402,Q96ST3,145175.0
ENSP00000472847,Q9NP81,58283.0
ENSP00000362361,P50750,42778.0
ENSP00000479964,,
ENSP00000256637,Q99523,92068.0
ENSP00000238875,Q3ZCW2,18986.0
ENSP00000353098,Q9BTE3,72980.0
ENSP00000377424,A0A2U3TZM5,19526.0
ENSP00000228347,Q9NW08,127785.0
ENSP00000261839,Q9NQX4,202810.0
ENSP00000271732,Q9H4A5,32767.0
ENSP00000439467,Q16342,38592.0
ENSP00000313875,P15529,43747.0
ENSP00000315775,J3KNI1,89501.0
ENSP00000380998,Q9HD42,21703.0
ENSP00000274311,Q9BRX2,43359.0
ENSP00000307674,Q8WVQ1,44840.0
ENSP00000360475,Q8N5I2,45981.0
ENSP00000225724,O95249,28613.0
ENSP00000266087,Q9Y3I1,58503.0
ENSP00000432279,Q7LBR1,22109.0
ENSP00000340896,Q9UBL3,68723.0
ENSP00000307265,Q8IU81,61688.0
ENSP00000263381,O95785,178674.0
ENSP00000465432,Q9UNZ5,10577.0
ENSP00000337194,Q13523,116987.0
ENSP00000215574,P49427,26737.0
ENSP00000313140,Q9NVH0,70353.0
ENSP00000297431,O43913,50283.0
ENSP00000259229,Q96NT0,19761.0
ENSP00000329697,O43688,32574.0
ENSP00000356903,Q16222,58769.0
ENSP00000221265,Q8N7H5,59976.0
ENSP00000384015,O94901,87110.0
ENSP00000322570,Q07864,261518.0
ENSP00000288532,Q5HYK3,37140.0
ENSP00000226574,P19838,105356.0
ENSP00000229922,P40123,52824.0
ENSP00000317579,Q96GQ5,51018.0
ENSP00000404042,Q7Z7H5,25943.0
ENSP00000366098,O95070,32011.0
ENSP00000483345,Q7Z4V5,74317.0
ENSP00000344393,Q9Y324,23370.0
ENSP00000318158,Q96EL2,19015.0
ENSP00000432119,Q6RFH5,42441.0
ENSP00000221486,O75792,33395.0
ENSP00000004531,P52569,71673.0
ENSP00000319918,Q8TB96,68108.0
ENSP00000297540,Q9H814,44403.0
ENSP00000261708,Q9NYH9,70194.0
ENSP00000362268,Q6UXV4,29159.0
ENSP00000354878,Q7Z4S6,187179.0
ENSP00000361064,Q9UNW1,55051.0
ENSP00000484121,A0A087X1E4,41595.0
ENSP00000388920,Q6NW29,21251.0
ENSP00000361499,Q9GZM5,38248.0
ENSP00000297578,Q9H2D1,35407.0
ENSP00000301765,A5D8V6,38659.0
ENSP00000379568,Q5T8D3,60092.0
ENSP00000324287,Q15057,88029.0
ENSP00000314733,Q9H0E2,30282.0
ENSP00000360541,P23786,73777.0
ENSP00000349658,Q9NQH7,57034.0
ENSP00000362135,Q86U90,29328.0
ENSP00000417273,P16333,42864.0
ENSP00000282903,O00469,84686.0
ENSP00000364699,O14521,17043.0
ENSP00000281187,Q4G0F5,39155.0
ENSP00000351137,Q9HCS7,100010.0
ENSP00000262288,Q9HB40,50831.0
ENSP00000216185,Q99757,18383.0
ENSP00000359258,P48507,30727.0
ENSP00000229812,Q15208,54190.0
ENSP00000384363,Q7L5L3,36596.0
ENSP00000270517,Q9BQ95,49148.0
ENSP00000416951,E7ERS3,108940.0
ENSP00000362863,Q6NUK4,29264.0
ENSP00000303575,Q9BW91,39125.0
ENSP00000368100,Q92878,153892.0
ENSP00000411010,Q5QJE6,84469.0
ENSP00000380514,Q16775,33806.0
ENSP00000346886,Q06546,51295.0
ENSP00000484415,,
ENSP00000379157,,80263.6053
ENSP00000349877,Q9HD20,132955.0
ENSP00000357928,O60508,65521.0
ENSP00000371061,A6NDU8,33620.0
ENSP00000406046,P28340,123631.0
ENSP00000376024,Q9Y5X1,66592.0
ENSP00000313422,A0A8C8KBE9,26375.0
ENSP00000281537,Q07157,195459.0
ENSP00000263274,P18858,101736.0
ENSP00000355013,Q6PD62,133502.0
ENSP00000287859,Q5SWX8,51103.0
ENSP00000363205,Q9Y697,50196.0
ENSP00000434887,Q8IYQ7,83070.0
ENSP00000362273,Q9NX46,38947.0
ENSP00000414516,Q15532,45929.0
ENSP00000263063,Q9NVV4,66172.0
ENSP00000241041,Q9Y5Y5,38629.0
ENSP00000293350,Q8IZ83,85127.0
ENSP00000355587,Q9BSD7,20713.0
ENSP00000366395,Q86TM6,67685.0
ENSP00000330361,Q9H7E9,24993.0
ENSP00000363478,O95807,17400.0
ENSP00000316454,Q6VY07,104898.0
ENSP00000386538,Q4KMP7,87199.0
ENSP00000362550,Q8N1G2,95321.0
ENSP00000384223,P0DPD8,99773.0
ENSP00000313950,Q96GD4,39311.0
ENSP00000330098,Q8N531,58558.0
ENSP00000376911,Q99538,49411.0
ENSP00000312262,P25098,79574.0
ENSP00000349970,Q9Y282,43222.0
ENSP00000321546,Q969J3,22222.0
ENSP00000256429,Q9UBB5,43255.0
ENSP00000263377,O60885,152219.0
ENSP00000363661,P78318,39222.0
ENSP00000432786,Q9Y2K7,132793.0
ENSP00000301607,Q92817,231604.0
ENSP00000384996,Q9BXI6,57118.0
ENSP00000309198,Q15386,123923.0
ENSP00000412733,Q96SU4,83185.0
ENSP00000387010,Q15032,120696.0
ENSP00000408429,Q96SY0,57471.0
ENSP00000347322,Q6UWU4,39870.0
ENSP00000352678,Q8IYB8,87991.0
ENSP00000371798,Q16658,54530.0
ENSP00000225927,P54802,82266.0
ENSP00000397261,Q13228,52391.0
ENSP00000259808,Q13546,75931.0
ENSP00000274813,P22033,83134.0
ENSP00000352536,Q8WUA4,100680.0
ENSP00000251808,,
ENSP00000344572,O43427,41878.0
ENSP00000254759,Q9NZJ6,41054.0
ENSP00000289228,P42025,42293.0
ENSP00000363603,P04066,53689.0
ENSP00000262942,Q92747,41569.0
ENSP00000257789,Q9UBD5,82254.0
ENSP00000362144,Q8NE86,39867.0
ENSP00000359685,A0A3F2YNX1,5004.0
ENSP00000284981,P05067,86943.0
ENSP00000361625,Q86YN1,27031.0
ENSP00000365730,Q9Y6E0,49308.0
ENSP00000420306,Q13769,78508.0
ENSP00000302478,P0DPB6,15237.0
ENSP00000479919,A0A087WW40,44260.0
ENSP00000468633,Q9BY50,21542.0
ENSP00000299601,Q8WVC0,75404.0
ENSP00000441953,O43929,50377.0
ENSP00000426455,O00584,29481.0
ENSP00000319730,Q16651,36431.0
ENSP00000320503,Q96F86,56078.0
ENSP00000448598,Q8IXM2,17900.0
ENSP00000365019,Q9Y657,29601.0
ENSP00000238256,Q5T1M5,133630.0
ENSP00000349358,Q8N999,37490.0
ENSP00000217446,Q9H490,50052.0
ENSP00000275730,Q9BXP2,96110.0
ENSP00000362133,Q6ZSJ8,11471.0
ENSP00000469240,O43633,25104.0
ENSP00000430548,P48651,55528.0
ENSP00000454264,H3BM74,73341.0
ENSP00000361967,Q15814,39248.0
ENSP00000309432,Q86VR2,51396.0
ENSP00000352928,Q9BW61,11835.0
ENSP00000360916,P52735,101289.0
ENSP00000302728,P08236,74732.0
ENSP00000270502,Q9BSF4,29233.0
ENSP00000308533,O14893,31585.0
ENSP00000341189,Q05397,119233.0
ENSP00000387050,Q8IV08,54705.0
ENSP00000365014,Q5VZ03,17614.0
ENSP00000404718,P26572,50878.0
ENSP00000369810,Q9H269,94694.0
ENSP00000378294,Q9H173,52085.0
ENSP00000400057,Q7L266,32055.0
ENSP00000308351,Q8NB16,54479.0
ENSP00000406933,Q9H857,60719.0
ENSP00000346196,P56181,11941.0
ENSP00000263360,O75530,50198.0
ENSP00000296333,H0Y2P9,30956.0
ENSP00000323424,Q9H9L3,39154.0
ENSP00000330488,Q8TB03,36670.0
ENSP00000359871,Q5T4U5,50271.0
ENSP00000312081,Q8TE77,72996.0
ENSP00000229195,Q9NZN8,59738.0
ENSP00000201586,O00204,41308.0
ENSP00000202816,Q9H501,98796.0
ENSP00000359000,Q92538,206574.0
ENSP00000380877,Q9H1I8,86360.0
ENSP00000297613,Q8N5L8,17631.0
ENSP00000349291,Q66K14,140525.0
ENSP00000305459,B4DYU2,71209.0
ENSP00000479130,Q4G176,64130.0
ENSP00000381282,Q9BQE4,21163.0
ENSP00000378199,P54652,70021.0
ENSP00000376924,Q16656,53541.0
ENSP00000406286,O15156,58027.0
ENSP00000289968,Q68EM7,95437.0
ENSP00000281950,Q8WXD5,18824.0
ENSP00000360124,P36871,61449.0
ENSP00000345494,O15162,35049.0
ENSP00000224140,Q7Z333,302880.0
ENSP00000329967,Q9UHD2,83642.0
ENSP00000354850,O60502,102915.0
ENSP00000412894,O95059,13693.0
ENSP00000358799,Q96T37,107189.0
ENSP00000378830,Q2TAL8,86436.0
ENSP00000363435,Q14573,304106.0
ENSP00000415968,Q96SI9,73653.0
ENSP00000256474,P40337,24153.0
ENSP00000271715,Q7Z3K3,155344.0
ENSP00000348959,O60476,73004.0
ENSP00000351052,Q86WB0,55262.0
ENSP00000345528,Q8N357,40214.0
ENSP00000348933,Q86WR0,24479.0
ENSP00000405726,O75419,65569.0
ENSP00000274137,O75380,13712.0
ENSP00000310182,Q8N8J7,14653.0
ENSP00000260970,Q13427,88617.0
ENSP00000262432,Q6P1Q9,43426.0
ENSP00000376333,Q6P1M3,113448.0
ENSP00000295079,Q8WWC4,32545.0
ENSP00000314615,Q8N6T3,44668.0
ENSP00000372804,O43148,54844.0
ENSP00000398880,Q9NYV4,164155.0
ENSP00000419370,Q96EH3,26170.0
ENSP00000247225,Q9BX95,49108.0
ENSP00000227322,O75312,50925.0
ENSP00000275034,Q8WWQ0,206689.0
ENSP00000385763,Q14914,35870.0
ENSP00000404190,Q9H0H5,71027.0
ENSP00000342805,Q9NVQ4,20215.0
ENSP00000262160,Q15796,52306.0
ENSP00000262094,O00194,24608.0
ENSP00000398350,Q9H3H3,31430.0
ENSP00000394394,Q9UJX3,63133.0
ENSP00000369862,A0A2U3TZL3,59273.0
ENSP00000358307,Q8NBF2,79444.0
ENSP00000327487,Q7Z6J9,58819.0
ENSP00000408108,A0A499FIZ0,81358.0
ENSP00000263918,O43815,86132.0
ENSP00000360483,Q9BTX1,76305.0
ENSP00000387282,P52594,58260.0
ENSP00000369895,Q9NWZ8,28637.0
ENSP00000283206,Q96K49,63536.0
ENSP00000355955,Q9UMX5,18856.0
ENSP00000287387,Q96HA8,23680.0
ENSP00000264230,Q8NC60,78458.0
ENSP00000359233,P28288,75476.0
ENSP00000223864,Q9HBL7,17201.0
ENSP00000371193,Q9BRF8,35548.0
ENSP00000369465,Q9NUQ3,60586.0
ENSP00000321691,Q8NB37,23298.0
ENSP00000355629,Q14746,83208.0
ENSP00000326411,Q69YN2,60619.0
ENSP00000387007,Q86XI2,130960.0
ENSP00000203001,Q9UJA5,55799.0
ENSP00000361705,Q9H147,37013.0
ENSP00000007722,P26006,116612.0
ENSP00000484713,A0A087X256,136503.0
ENSP00000404854,Q92597,42835.0
ENSP00000262238,P25490,44713.0
ENSP00000378400,Q9UHB6,85226.0
ENSP00000318966,Q96BK5,37035.0
ENSP00000261534,Q9UKY4,84214.0
ENSP00000363043,Q9Y312,43472.0
ENSP00000480836,A0A087WX97,54389.0
ENSP00000258654,Q96JB2,94096.0
ENSP00000377275,Q14789,376019.0
ENSP00000420514,,
ENSP00000392043,P20020,134685.0
ENSP00000377796,Q6UX53,27775.0
ENSP00000279281,Q9UID3,86042.0
ENSP00000403987,Q8WUR7,16353.0
ENSP00000305664,Q9H4I3,42321.0
ENSP00000219439,Q3SXM5,37002.0
ENSP00000388909,Q9BQA9,20774.0
ENSP00000437271,Q9C0C2,181796.0
ENSP00000371607,Q99797,80641.0
ENSP00000310842,Q9NVI1,149324.0
ENSP00000285667,P48723,51927.0
ENSP00000233055,Q8IWB7,46324.0
ENSP00000331849,Q6P161,15819.0
ENSP00000296220,Q9BXB4,83643.0
ENSP00000356475,Q149N8,193079.0
ENSP00000262315,Q8WVB6,107383.0
ENSP00000360526,O75362,115272.0
ENSP00000281038,Q96I59,54090.0
ENSP00000300181,Q9Y3Q8,41026.0
ENSP00000323670,O95365,61439.0
ENSP00000243326,Q5UIP0,274466.0
ENSP00000380904,P05423,44396.0
ENSP00000283875,P29083,49452.0
ENSP00000260361,Q9Y375,37764.0
ENSP00000260508,Q6YP21,51400.0
ENSP00000349437,P11717,274375.0
ENSP00000251849,P04049,73052.0
ENSP00000266069,Q9NWU2,26749.0
ENSP00000480499,,
ENSP00000218348,P51784,109817.0
ENSP00000368349,P09884,165913.0
ENSP00000287025,Q96E29,47971.0
ENSP00000162044,Q9NX61,53602.0
ENSP00000349456,Q96S66,62023.0
ENSP00000359956,Q9NYP7,35293.0
ENSP00000374484,Q8NBN3,63430.0
ENSP00000238561,Q86TW2,60577.0
ENSP00000472286,Q8IX01,120207.0
ENSP00000314606,P51688,56695.0
ENSP00000356591,P35610,64735.0
ENSP00000247668,Q12933,55859.0
ENSP00000379065,Q9UHF7,141521.0
ENSP00000396441,E9PAV9,42601.0
ENSP00000337261,Q92888,102435.0
ENSP00000370542,P18827,32462.0
ENSP00000442053,Q9Y4C8,107332.0
ENSP00000080059,Q8WUI4,102927.0
ENSP00000299608,Q96JJ7,51872.0
ENSP00000367817,O00592,58635.0
ENSP00000436318,O14618,29041.0
ENSP00000414237,Q9H0H0,134323.0
ENSP00000308515,Q8WVC6,26550.0
ENSP00000334008,Q9NVD7,42244.0
ENSP00000284274,Q96BN8,40263.0
ENSP00000443551,,
ENSP00000262146,Q15390,37000.0
ENSP00000419027,P05166,58216.0
ENSP00000251241,Q8IX18,88560.0
ENSP00000284202,Q9P2X3,36476.0
ENSP00000376317,Q9H2K8,105406.0
ENSP00000272139,Q9BU76,29412.0
ENSP00000382177,Q9Y4I1,215405.0
ENSP00000369162,Q9BRS2,65583.0
ENSP00000303987,A0PJW6,22049.0
ENSP00000238892,Q9P021,11216.0
ENSP00000417901,Q9NQX3,79748.0
ENSP00000267622,Q15643,227586.0
ENSP00000341422,Q9NXG6,56661.0
ENSP00000434466,Q96HW7,108171.0
ENSP00000338389,Q9NZE8,21514.0
ENSP00000365159,Q9BUE6,14179.0
ENSP00000364490,P30038,61719.0
ENSP00000348010,Q86UA1,78430.0
ENSP00000382239,Q8IXT5,118103.0
ENSP00000230449,Q96KP1,104066.0
ENSP00000370150,Q96S55,72133.0
ENSP00000360242,P98170,56685.0
ENSP00000311429,Q9H900,67214.0
ENSP00000346280,Q6P1R4,53230.0
ENSP00000362639,Q7Z6M1,40565.0
ENSP00000362680,P12931,59835.0
ENSP00000357812,Q9Y2W6,62046.0
ENSP00000442600,,
ENSP00000442050,Q99447,43835.0
ENSP00000418748,Q9H6T0,78401.0
ENSP00000372199,O60287,254389.0
ENSP00000288828,Q9Y4P8,49408.0
ENSP00000264033,P22681,99633.0
ENSP00000274695,Q5VV42,65111.0
ENSP00000438262,Q9UDY2,133958.0
ENSP00000216367,P56282,59537.0
ENSP00000222990,Q9Y5X2,52569.0
ENSP00000370055,O95164,13157.0
ENSP00000478931,Q9BRQ8,40527.0
ENSP00000308944,Q14527,113929.0
ENSP00000379773,Q8IWR0,110538.0
ENSP00000260408,O14672,84142.0
ENSP00000264065,Q8IXB1,91080.0
ENSP00000265881,Q9Y3B8,26833.0
ENSP00000374152,Q6GMV2,47341.0
ENSP00000364986,Q9BSE5,37660.0
ENSP00000347924,Q6P4A7,37998.0
ENSP00000406598,Q9NWY4,39436.0
ENSP00000293760,Q8NC56,56975.0
ENSP00000445829,Q8N1S5,35396.0
ENSP00000381448,P01034,15799.0
ENSP00000367408,A0A2U3TZM4,101511.0
ENSP00000326603,A6NHR9,226374.0
ENSP00000353246,Q9BXY0,35369.0
ENSP00000292035,Q6P2C8,35432.0
ENSP00000314343,Q9NX70,21073.0
ENSP00000380837,P48449,83309.0
ENSP00000368881,O60870,45374.0
ENSP00000392353,Q5JS54,13775.0
ENSP00000378338,Q9Y2X7,84341.0
ENSP00000354061,Q6P3W7,103709.0
ENSP00000367629,Q5VV41,80105.0
ENSP00000246802,Q9NZM5,54389.0
ENSP00000262776,Q08380,65331.0
ENSP00000292385,Q16643,71429.0
ENSP00000326879,Q49AR2,49967.0
ENSP00000308369,Q9Y2U8,99997.0
ENSP00000238721,Q53FA7,35536.0
ENSP00000271636,Q9P2M7,137057.0
ENSP00000313050,O75323,33743.0
ENSP00000361486,Q9H4Z3,80670.0
ENSP00000363852,Q8WWI5,73302.0
ENSP00000362166,Q9HAF1,21635.0
ENSP00000290277,,
ENSP00000354085,Q8IWZ3,269458.0
ENSP00000356410,Q9NS18,18052.0
ENSP00000294904,P29558,44505.0
ENSP00000211287,O15264,42090.0
ENSP00000296181,P18084,88054.0
ENSP00000262430,O95822,55003.0
ENSP00000271620,Q86TP1,50200.0
ENSP00000298310,O60524,122954.0
ENSP00000350090,Q32P51,34225.0
ENSP00000297504,Q9NUT2,79989.0
ENSP00000385312,Q9HC21,35511.0
ENSP00000362146,Q53HL2,31323.0
ENSP00000411418,Q15042,110524.0
ENSP00000011619,Q96S59,77847.0
ENSP00000357597,Q9H0U9,49192.0
ENSP00000312664,P42575,50685.0
ENSP00000354451,Q86VI3,184699.0
ENSP00000348278,Q9UEW8,59474.0
ENSP00000360492,O15239,8072.0
ENSP00000358159,Q8N3C0,251460.0
ENSP00000378324,Q8WW22,44798.0
ENSP00000394331,Q9GZQ3,24670.0
ENSP00000238146,Q8NHQ9,68547.0
ENSP00000429065,Q9NV88,73814.0
ENSP00000414906,Q9UJW0,52337.0
ENSP00000362710,Q9H9Q2,29622.0
ENSP00000417509,Q9UK61,189032.0
ENSP00000305988,Q13740,65102.0
ENSP00000356548,Q96GA3,54855.0
ENSP00000362151,,
ENSP00000264552,Q16763,23845.0
ENSP00000378152,Q9H8T0,33128.0
ENSP00000386226,P42696,48565.0
ENSP00000362340,Q9UBB6,78864.0
ENSP00000261191,Q9NVM9,80225.0
ENSP00000358478,Q9UNY4,129588.0
ENSP00000482515,Q9NUQ6,61729.0
ENSP00000292246,Q9NW15,76329.0
ENSP00000220496,Q9NVM6,34687.0
ENSP00000438527,,
ENSP00000247191,Q15398,95115.0
ENSP00000301180,Q9P265,171492.0
ENSP00000366179,Q96KC8,63883.0
ENSP00000362387,O95858,33165.0
ENSP00000262844,Q9Y4X0,35463.0
ENSP00000263026,O00418,82144.0
ENSP00000477352,A0A0C4DGB0,9355.0
ENSP00000378414,Q96GM5,58233.0
ENSP00000314348,Q13206,100888.0
ENSP00000358497,O60942,68557.0
ENSP00000251775,O95219,51909.0
ENSP00000375809,P18074,86909.0
ENSP00000230771,P49590,56888.0
ENSP00000417748,Q5TDH0,44523.0
ENSP00000395590,P80217,31546.0
ENSP00000263681,Q15054,51400.0
ENSP00000398523,Q13137,52254.0
ENSP00000253925,Q13136,135779.0
ENSP00000373657,Q53F19,70593.0
ENSP00000304051,Q8WU17,75994.0
ENSP00000348708,Q9HAU5,147810.0
ENSP00000359364,Q9BYJ9,60874.0
ENSP00000354340,Q8TBC4,51852.0
ENSP00000450607,Q9UNS1,138658.0
ENSP00000355812,O95684,43065.0
ENSP00000417354,O00461,81880.0
ENSP00000307666,Q96JG6,111174.0
ENSP00000304689,Q96EK4,34455.0
ENSP00000016171,Q7KZN9,46030.0
ENSP00000366828,Q9H1D9,35684.0
ENSP00000255784,Q9H6E4,26561.0
ENSP00000309477,P21399,98399.0
ENSP00000320084,Q5ZPR3,57235.0
ENSP00000223023,O00401,54827.0
ENSP00000332340,Q9NUL7,59581.0
ENSP00000406027,Q7L775,70370.0
ENSP00000311962,Q9UJY4,67150.0
ENSP00000350310,P23634,137920.0
ENSP00000319240,Q96A72,17276.0
ENSP00000362376,Q96D05,13238.0
ENSP00000435412,Q15418,82723.0
ENSP00000266712,Q6ZXV5,104009.0
ENSP00000306080,Q9HC36,47020.0
ENSP00000429084,O95071,309352.0
ENSP00000370695,Q9NV70,101982.0
ENSP00000395473,O00754,113744.0
ENSP00000292566,Q9NXW9,33838.0
ENSP00000287647,Q9BXW9,164128.0
ENSP00000377250,Q7Z3U7,190359.0
ENSP00000298746,Q8WWH5,37253.0
ENSP00000391669,P56945,93372.0
ENSP00000314499,O14976,143191.0
ENSP00000362344,Q05932,64609.0
ENSP00000227868,O00330,54122.0
ENSP00000261900,O60563,80685.0
ENSP00000234256,P43007,55723.0
ENSP00000451974,O43542,37850.0
ENSP00000374280,Q92541,80313.0
ENSP00000335808,Q9GZU8,28912.0
ENSP00000351990,Q13564,60246.0
ENSP00000267842,O14975,70312.0
ENSP00000237612,Q9UNQ0,72314.0
ENSP00000250454,Q56P03,32762.0
ENSP00000302783,Q9Y5R8,16832.0
ENSP00000349629,P50851,319108.0
ENSP00000295641,,
ENSP00000326737,Q9NP84,13911.0
ENSP00000401435,Q5VIR6,94405.0
ENSP00000435460,O00214,35808.0
ENSP00000254029,Q5JSH3,101366.0
ENSP00000423600,Q5HYI7,35093.0
ENSP00000318318,P34949,46656.0
ENSP00000329360,Q6PK04,33231.0
ENSP00000363591,Q16611,23409.0
ENSP00000261070,Q14061,6915.0
ENSP00000330694,Q96MG7,34308.0
ENSP00000262319,Q9Y4R8,91747.0
ENSP00000295746,Q8TCG1,102185.0
ENSP00000260563,O00442,39337.0
ENSP00000386543,Q4J6C6,83927.0
ENSP00000380793,Q92685,50126.0
ENSP00000330188,Q7L4I2,50560.0
ENSP00000341344,Q9UJY5,70384.0
ENSP00000343742,Q5VW32,46476.0
ENSP00000322180,Q9BVC3,44825.0
ENSP00000344942,A6NIH7,28137.0
ENSP00000301761,Q9NX18,19599.0
ENSP00000328251,Q8IUF8,52800.0
ENSP00000328729,O60613,18092.0
ENSP00000483667,O14646,196688.0
ENSP00000340176,Q93062,21802.0
ENSP00000281701,O15381,95051.0
ENSP00000343001,O95155,146185.0
ENSP00000254260,Q8IUC4,76993.0
ENSP00000252483,Q92692,57742.0
ENSP00000253048,Q9UPT8,140257.0
ENSP00000478982,P78345,31834.0
ENSP00000357484,Q9HD26,50520.0
ENSP00000222567,Q3B726,37432.0
ENSP00000267199,Q96AX1,67611.0
ENSP00000341737,Q8NC96,29737.0
ENSP00000384421,Q9UBB9,96820.0
ENSP00000462116,Q9UHR5,33870.0
ENSP00000295321,Q96ST2,91955.0
ENSP00000426638,Q16134,68495.0
ENSP00000370736,Q9HC07,34906.0
ENSP00000398064,Q9Y241,10143.0
ENSP00000345502,Q08499,91115.0
ENSP00000256996,Q92466,47864.0
ENSP00000438115,Q9UBW8,30277.0
ENSP00000394390,Q96SI1,31942.0
ENSP00000371212,A0AV96,64099.0
ENSP00000355465,Q8WYP5,252498.0
ENSP00000455229,Q9NX74,55050.0
ENSP00000237264,P62380,20887.0
ENSP00000202017,Q9NUG6,15511.0
ENSP00000401303,P29353,62822.0
ENSP00000414851,Q6IA86,92500.0
ENSP00000262415,Q14562,139315.0
ENSP00000354961,P03905,51581.0
ENSP00000384477,O00458,50269.0
ENSP00000343629,Q9Y520,316911.0
ENSP00000260731,P52732,119159.0
ENSP00000483547,Q9NPA3,20202.0
ENSP00000415556,Q8TEB1,61670.0
ENSP00000419412,P04920,137009.0
ENSP00000288050,Q8NCN5,99364.0
ENSP00000352408,Q9NWV8,36560.0
ENSP00000360821,Q9BSL1,45338.0
ENSP00000252971,P50219,40569.0
ENSP00000451560,A0A0B4J269,88382.0
ENSP00000342481,O75110,118583.0
ENSP00000387535,Q8WZA9,62717.0
ENSP00000315386,Q7Z4H8,58572.0
ENSP00000358983,Q00653,96749.0
ENSP00000274376,P20936,116403.0
ENSP00000252593,Q10589,19769.0
